date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2022-09-01,1494300,294498,2254374,933962,11116696,1633767,875574,302986,166275,7042096,2870629,339514,489400,3692133,1895799,843034,864643,1542399,1433525,283147,1224460,2013992,2770359,1639213,913049,1618333,304169,530373,841839,344649,2679272,611765,5994046,3120822,265271,3074826,1174015,878610,3185902,926749,418635,1674281,257547,2304564,7831289,1029759,140308,2042890,1784728,583775,1833933,174828
2022-09-02,1494300,294498,2254374,935181,11126050,1634692,875574,303196,166381,7042096,2870629,339514,490003,3696385,1899553,843034,864643,1544602,1433525,283421,1225536,2013992,2770359,1639213,913049,1626317,305561,530925,841839,344823,2681396,612146,5998118,3120822,265431,3074826,1174015,879640,3185902,929012,418635,1674281,257547,2306797,7842048,1029759,140308,2045387,1787212,584771,1835416,174828
2022-09-03,1494300,294498,2254374,936005,11126317,1634692,877536,303196,166381,7042096,2870629,339514,490003,3696385,1899553,843034,864643,1544602,1433525,283611,1225536,2013992,2770359,1639213,913049,1626650,305561,530925,841839,344823,2683484,612146,6000663,3120822,265474,3074826,1174015,879640,3185902,930861,418635,1674281,257547,2308035,7842197,1029759,140308,2045387,1787212,584771,1835416,174828
2022-09-04,1494300,294498,2254374,936411,11126549,1634692,877823,303196,166381,7042096,2870629,339514,490003,3696385,1899553,843034,864643,1544602,1433525,283611,1225536,2013992,2770359,1639213,913049,1626650,305561,530925,841839,344823,2685083,612146,6002784,3120822,265525,3074826,1174015,879640,3185902,932559,418635,1674281,257547,2309030,7842291,1029759,140308,2045387,1787212,584771,1835416,174828
2022-09-05,1494300,294498,2254374,936927,11144297,1636347,878056,303196,166381,7042096,2870629,339514,490003,3696385,1899553,843034,864643,1544602,1433525,283611,1225536,2013992,2770359,1639213,913049,1626913,305561,530925,841839,344823,2685719,612146,6004300,3120822,265588,3074826,1174015,879640,3186823,933563,418635,1674281,257547,2309770,7842552,1029759,140308,2050814,1787212,584771,1838108,174828
2022-09-06,1494300,294498,2254374,937356,11150546,1636657,878267,303788,166474,7051414,2870629,339514,490003,3706263,1899553,845803,864712,1549274,1438630,283614,1226697,2013992,2786213,1639213,918874,1627741,305561,531952,841839,345443,2687445,613025,6012162,3120822,265847,3074826,1179949,881022,3186823,933563,418635,1674281,257547,2311940,7864424,1029759,140308,2052404,1787212,587334,1838770,175290
2022-09-07,1494300,295596,2258040,938398,11152819,1637603,879184,303933,166724,7051414,2883318,340729,490946,3708916,1905229,846823,869044,1551021,1440257,284063,1229594,2013992,2786213,1639213,918874,1628076,305561,532298,843526,345443,2689371,613277,6015568,3141302,266155,3074826,1179949,881996,3202811,934744,418635,1687640,258510,2314228,7870732,1029759,140740,2054230,1791053,588317,1840060,175290
2022-09-08,1504180,295596,2258040,939541,11163939,1638543,879950,304172,166784,7061296,2883318,340729,490946,3713008,1905229,847235,869205,1552898,1441618,284356,1230484,2021331,2786213,1645653,918874,1628533,305561,532733,843526,345772,2691552,613588,6019493,3141302,266384,3096557,1182071,882661,3202811,936529,420175,1687640,258510,2316436,7877400,1032129,140740,2054848,1791053,589342,1841715,175290
2022-09-09,1504180,295596,2258040,940689,11168422,1639422,880603,304393,166893,7108060,2883318,340729,491564,3716318,1908325,847235,869205,1554928,1442885,284631,1231823,2021331,2786213,1645653,918874,1635876,306709,533046,843526,345777,2694047,613896,6022223,3141302,266548,3096557,1182071,883368,3202811,938654,420175,1687640,258510,2318190,7883938,1032129,140740,2058582,1793565,590441,1843251,175290
2022-09-10,1504180,295596,2258040,941464,11170505,1639422,881252,304393,166893,7108060,2883318,340729,491564,3716318,1908325,847235,869205,1554928,1442885,284881,1231823,2021331,2786213,1645653,918874,1635876,306709,533046,843526,346011,2696672,613896,6024729,3141302,266579,3096557,1182071,883368,3202811,938654,420175,1687640,258510,2319084,7884051,1032129,140740,2058582,1793565,590441,1843251,175290
2022-09-11,1504180,295596,2258040,941464,11170680,1639422,881594,304393,166893,7108060,2883318,340729,491564,3716318,1908325,847235,869205,1554928,1442885,284881,1231823,2021331,2786213,1645653,918874,1635876,306709,533046,843526,346011,2698100,613896,6027498,3141302,266682,3096557,1182071,883368,3202811,942070,420175,1687640,258510,2319800,7884146,1032129,140740,2058582,1793565,590441,1843251,175290
2022-09-12,1504180,295596,2258040,942084,11175676,1641027,881831,304962,166893,7108176,2883318,340729,492022,3722915,1910442,848811,869249,1558436,1444771,284881,1233088,2021331,2786213,1645653,918874,1636351,306709,533046,843526,346011,2698753,614669,6035698,3141302,266873,3096557,1184662,884547,3203488,942982,420175,1687640,258510,2321304,7899101,1032129,140740,2062984,1796023,592324,1846094,175290
2022-09-13,1504180,295596,2258040,942925,11191286,1641621,884941,305109,166893,7109769,2883318,340729,492022,3725426,1910442,849956,869249,1558918,1445716,285307,1235285,2021331,2804588,1645653,922493,1637261,306709,534044,843526,346496,2701029,614890,6039105,3141302,267057,3096557,1186780,885297,3203488,943338,420175,1696746,258510,2322815,7900284,1032129,140740,2064992,1796023,593041,1847425,175746
2022-09-14,1504180,296805,2264159,943944,11193361,1642492,885767,305284,167242,7109769,2893001,342072,492580,3728299,1912563,850932,873067,1560398,1446738,285670,1236299,2021331,2804588,1645653,922493,1637626,306709,534299,843526,346627,2703340,615162,6043938,3162491,267245,3096557,1186780,885963,3220994,944406,420175,1696746,259683,2324367,7909535,1032129,141282,2066675,1796023,593806,1848929,175746
2022-09-15,1512134,296805,2264159,944789,11200679,1644829,886348,305517,167342,7109769,2893001,342072,492580,3731410,1912563,851233,873374,1561773,1447814,286017,1237529,2030335,2804588,1651999,922493,1637908,306709,534299,843526,346949,2706107,615405,6046055,3162491,267406,3117109,1189193,885963,3220994,946267,421739,1696746,259683,2325787,7910640,1034616,141282,2068350,1796023,594355,1850553,175746
2022-09-16,1512134,296805,2264159,945449,11203557,1645456,887501,305772,167420,7109769,2893001,342072,493071,3733902,1914351,851233,873374,1564091,1448503,286333,1238735,2030335,2804588,1651999,922493,1645288,308023,534818,843526,347209,2708594,615598,6053818,3162491,267570,3117109,1189193,885963,3220994,947400,421739,1696746,259683,2327071,7920762,1034616,141282,2070182,1800799,595044,1851886,175746
2022-09-17,1512134,296805,2264159,946114,11203716,1645456,888155,305772,167420,7109769,2893001,342072,493071,3733902,1914351,851233,873374,1564091,1448503,286567,1238735,2030335,2804588,1651999,922493,1645288,308023,534818,843526,347209,2710687,615598,6057510,3162491,267606,3117109,1189193,885963,3220994,947794,421739,1696746,259683,2327648,7920829,1034616,141282,2070182,1800799,595044,1851886,175746
2022-09-18,1512134,296805,2264159,946305,11203897,1645456,888388,305772,167420,7109769,2893001,342072,493071,3733902,1914351,851233,873374,1564091,1448503,286567,1238735,2030335,2804588,1651999,922493,1645288,308023,534818,843526,347209,2712160,615598,6060011,3162491,267662,3117109,1189193,885963,3220994,948106,421739,1696746,259683,2328138,7920883,1034616,141282,2070182,1800799,595044,1851886,175746
2022-09-19,1512134,296805,2264159,946576,11207745,1646784,888862,306374,167489,7109769,2893001,342072,493571,3738474,1915905,852206,873400,1567595,1449815,286567,1239719,2030335,2804588,1651999,922493,1645864,308023,534818,843526,347415,2712623,616125,6067583,3162491,267906,3117109,1190969,885963,3222783,948106,421739,1696746,259683,2329472,7931355,1034616,141282,2074003,1803633,596267,1854666,175746
2022-09-20,1512134,296805,2264159,947211,11224277,1647452,889661,306522,167796,7109769,2893001,342072,493571,3740350,1915905,853064,873400,1568985,1450613,287032,1241702,2030335,2821489,1651999,925596,1645914,308023,535595,843526,347953,2715620,616360,6071641,3162491,268099,3117109,1192446,885963,3222783,948106,421739,1703439,259683,2330719,7932446,1034616,141282,2075283,1803633,596709,1855829,176256
2022-09-21,1512134,297562,2268158,947967,11225960,1648405,890231,306738,167857,7109769,2900354,343204,494087,3743788,1917862,853840,876050,1568985,1451304,287283,1242666,2030335,2821489,1651999,925596,1646373,308023,535877,846812,348362,2719358,616648,6076629,3182775,268265,3117109,1192446,890507,3239298,948106,421739,1703439,260639,2331991,7938427,1034616,141840,2076914,1805781,597303,1857337,176256
2022-09-22,1517904,297562,2268158,948742,11234344,1649100,891232,306990,167857,7109769,2900354,343204,494087,3749065,1917862,854054,876154,1572041,1451927,287657,1243756,2040602,2821489,1658677,925596,1646643,308023,536073,846812,348552,2722301,616931,6083358,3182775,268439,3131645,1194061,890507,3239298,948486,423563,1703439,260639,2333150,7939157,1036535,141840,2078555,1805781,597764,1858743,176256
2022-09-23,1517904,297562,2268158,949188,11237112,1649863,892220,307270,168032,7150188,2900354,343204,494593,3751275,1919328,854054,876154,1572041,1452495,287956,1244747,2040602,2821489,1658677,925596,1652710,309452,536242,846812,348898,2725389,617178,6089163,3182775,268592,3131645,1194061,890507,3239298,948749,423563,1703439,260639,2334437,7945739,1036535,141840,2080262,1808301,598237,1859978,176256
2022-09-24,1517904,297562,2268158,949582,11237277,1649863,892929,307270,168032,7150188,2900354,343204,494593,3751275,1919328,854054,876154,1572041,1452495,288243,1244747,2040602,2821489,1658677,925596,1652710,309452,536242,846812,348898,2728194,617178,6092298,3182775,268622,3131645,1194061,890507,3239298,950505,423563,1703439,260639,2334847,7945806,1036535,141840,2080262,1808301,598237,1859978,176256
2022-09-25,1517904,297562,2268158,949754,11237433,1649863,893264,307270,168032,7150188,2900354,343204,494593,3751275,1919328,854054,876154,1572041,1452495,288243,1244747,2040602,2821489,1658677,925596,1652710,309452,536242,846812,348898,2729699,617178,6094999,3182775,268687,3131645,1194061,890507,3239298,951611,423563,1703439,260639,2335497,7945861,1036535,141840,2080262,1808301,598237,1859978,176256
2022-09-26,1517904,297562,2268158,949896,11240958,1651061,893529,307872,168141,7150188,2900354,343204,494907,3754941,1920530,854774,876172,1576835,1453293,288243,1245732,2040602,2821489,1658677,925596,1653076,309452,536242,846812,349522,2730620,617669,6100245,3182775,268915,3131645,1195429,890507,3240293,952124,423563,1703439,260639,2336388,7952351,1036535,141840,2083285,1811170,599143,1862217,176256
2022-09-27,1517904,297562,2268158,950441,11257602,1651763,894428,308037,168301,7150188,2900354,343204,494907,3756708,1920530,855407,876172,1576835,1453999,288708,1247432,2040602,2836167,1658677,927465,1653226,309452,536845,846812,349630,2733220,617839,6105779,3182775,269088,3131645,1196540,890507,3240293,952188,423563,1708074,260639,2337515,7953131,1036535,141840,2084569,1811170,599436,1863218,176728
2022-09-28,1517904,298178,2271560,950940,11259190,1652689,895390,308252,168359,7150188,2905400,355959,495500,3758292,1921993,855931,878690,1576835,1454450,289066,1248321,2040602,2836167,1658677,927465,1653468,309452,537089,847332,349846,2735732,618126,6110086,3198866,269249,3131645,1196540,894776,3254503,952812,423563,1708074,261371,2338566,7953806,1036535,142443,2086021,1813501,599770,1864411,176728
2022-09-29,1522135,298178,2271560,951283,11266865,1654124,896144,308452,168439,7150188,2905400,355959,495500,3760119,1921993,856096,878782,1582021,1454828,289344,1249181,2050942,2836167,1664797,927465,1653679,309452,537243,847332,350117,2738380,618392,6115959,3198866,269405,3143746,1197762,894776,3254503,956327,425461,1708074,261371,2339578,7964218,1038416,142443,2087360,1813501,600173,1865594,176728
2022-09-30,1522135,298178,2271560,951644,11269808,1654798,896893,308713,168514,7150188,2905400,355959,495873,3762220,1921993,856096,878782,1582021,1455290,289726,1250032,2050942,2836167,1664797,927465,1658363,310731,537466,847332,350353,2740904,618683,6121313,3198866,269547,3143746,1197762,894776,3254503,957324,425461,1708074,261371,2340561,7967713,1038416,142443,2087360,1816183,600558,1866634,176728
2022-10-01,1522135,298178,2271560,951892,11269950,1654798,897699,308713,168514,7150188,2905400,355959,495873,3762220,1921993,856096,878782,1582021,1455290,290053,1250032,2050942,2836167,1664797,927465,1658363,310731,537466,847332,350353,2743339,618683,6124228,3198866,269577,3143746,1197762,894776,3254503,958088,425461,1708074,261371,2340876,7967777,1038416,142443,2087360,1816183,600558,1866634,176728
2022-10-02,1522135,298178,2271560,952004,11270097,1654798,898073,308713,168514,7150188,2905400,355959,495873,3762220,1921993,856096,878782,1582021,1455290,290053,1250032,2050942,2836167,1664797,927465,1658363,310731,537466,847332,350353,2745092,618683,6126647,3198866,269626,3143746,1197762,894776,3254503,958772,425461,1708074,261371,2341188,7967811,1038416,142443,2087360,1816183,600558,1866634,176728
2022-10-03,1522135,298178,2271560,952123,11272851,1654798,898338,309189,168576,7150188,2905400,355959,496134,3765867,1921993,856645,878782,1585810,1455900,290053,1250844,2050942,2836167,1664797,927465,1659168,310731,537466,847332,350878,2746256,619238,6133718,3198866,269856,3143746,1198836,894776,3254818,959210,425461,1708074,261371,2342318,7973385,1038416,142443,2091185,1818645,601246,1868896,176728
2022-10-04,1522135,298178,2271560,952469,11287631,1656683,899205,309265,168614,7150188,2905400,355959,496134,3767439,1921993,857128,878782,1588154,1456295,290616,1252358,2050942,2849047,1664797,929079,1659358,310731,537466,847332,351047,2748202,619479,6137273,3198866,270059,3143746,1199697,894776,3254818,959481,425461,1712281,261371,2343092,7973986,1038416,142443,2092255,1818714,601520,1870010,177165
2022-10-05,1522135,298869,2275235,952892,11288862,1657612,899885,309410,168642,7150188,2909760,357232,496615,3769278,1925645,857784,880403,1588154,1456658,290954,1253043,2050942,2849047,1664797,929079,1659599,310731,538146,848615,351439,2750373,619786,6141382,3210837,270230,3143746,1199697,899013,3266934,960179,425461,1712281,262213,2344097,7977464,1038416,142443,2093393,1820468,601887,1871358,177165
2022-10-06,1525724,298869,2275235,953327,11292418,1658308,900500,309804,168660,7150188,2909760,357232,496615,3771745,1925645,857944,880472,1591358,1457052,291277,1253880,2060884,2849047,1670765,929079,1659782,310731,538339,848615,351659,2752708,620060,6146457,3210837,270374,3153743,1199697,899013,3266934,961158,427242,1712281,262213,2345157,7977925,1040147,143049,2095162,1820468,602173,1872544,177165
2022-10-07,1525724,298869,2275235,953681,11299488,1658928,901180,309804,168678,7172780,2909760,357232,497007,3773667,1925645,857944,880472,1591358,1457349,291596,1254665,2060884,2849047,1670765,929079,1663549,311830,538494,848615,351929,2755010,620306,6150748,3210837,270511,3153743,1200650,899013,3266934,961947,427242,1712281,262213,2346094,7981940,1040147,143049,2095882,1822544,602461,1873748,177165
2022-10-08,1525724,298869,2275235,953976,11299614,1658928,901769,309804,168678,7172780,2909760,357232,497007,3773667,1925645,857944,880472,1591358,1457349,291984,1254665,2060884,2849047,1670765,929079,1663549,311830,538494,848615,351929,2757305,620306,6153671,3210837,270548,3153743,1200650,899013,3266934,962767,427242,1712281,262213,2346417,7981985,1040147,143049,2095882,1822544,602461,1873748,177165
2022-10-09,1525724,298869,2275235,954076,11299741,1658928,902096,309804,168678,7172780,2909760,357232,497007,3773667,1925645,857944,880472,1591358,1457349,291984,1254665,2060884,2849047,1670765,929079,1663549,311830,538494,848615,351929,2758726,620306,6156087,3210837,270579,3153743,1200650,899013,3266934,963526,427242,1712281,262213,2346843,7982017,1040147,143049,2095882,1822544,602461,1873748,177165
2022-10-10,1525724,298869,2275235,954177,11299971,1660315,902374,309804,168678,7172780,2909760,357232,497007,3773667,1925645,857944,880472,1595309,1457916,291984,1254665,2060884,2849047,1670765,929079,1663987,311830,538494,848615,351929,2759767,620306,6157936,3210837,270733,3153743,1200650,899013,3267569,964004,427242,1712281,262213,2347690,7986480,1040147,143049,2098379,1824499,602461,1875932,177165
2022-10-11,1525724,298869,2275235,954552,11314306,1660954,902655,310527,168719,7172780,2909760,357232,497007,3778171,1925645,858989,880490,1597569,1458331,291985,1255384,2060884,2861595,1670765,930438,1664141,311830,538917,848615,352606,2761439,621166,6166548,3210837,270892,3153743,1201654,899013,3267569,964250,427242,1715434,262213,2348759,7986979,1040147,143049,2099126,1824499,603256,1876973,177635
2022-10-12,1525724,299434,2277635,954822,11315345,1661645,903688,310699,168760,7172780,2913382,358279,497728,3779983,1925645,859502,883240,1597569,1458706,292622,1257358,2060884,2861595,1670765,930438,1664375,311830,538917,849745,352870,2763340,621483,6170338,3220858,271043,3153743,1201654,902319,3280190,964869,427242,1715434,262837,2349657,7991021,1040147,143683,2100475,1825852,603583,1878404,177635
2022-10-13,1528739,299434,2277635,955208,11321537,1662514,904258,310819,168796,7172780,2913382,358279,497728,3782251,1930022,859632,883350,1599943,1459031,293090,1258064,2069848,2861595,1676151,930438,1664593,311830,539389,849745,353139,2765472,621824,6175384,3220858,271179,3162278,1203469,902319,3280190,965830,428874,1715434,262837,2350439,7991747,1041651,143683,2101702,1825852,603859,1879650,177635
2022-10-14,1528739,299434,2277635,955518,11323324,1663241,904993,310993,169116,7172780,2913382,358279,498082,3784083,1930022,859632,883350,1599943,1459308,293532,1258813,2069848,2861595,1676151,930438,1667919,311830,539389,849745,353387,2767410,622170,6178684,3220858,271307,3162278,1203469,902319,3280190,966931,428874,1715434,262837,2351185,7995494,1041651,143683,2102929,1827631,604108,1880831,177635
2022-10-15,1528739,299434,2277635,955798,11323445,1663241,905432,310993,169116,7172780,2913382,358279,498082,3784083,1930022,859632,883350,1599943,1459308,293843,1258813,2069848,2861595,1676151,930438,1667919,311830,539389,849745,353387,2769419,622170,6181213,3220858,271334,3162278,1203469,902319,3280190,966931,428874,1715434,262837,2351518,7995531,1041651,143683,2102929,1827631,604108,1880831,177635
2022-10-16,1528739,299434,2277635,955956,11323583,1663241,905747,310993,169116,7172780,2913382,358279,498082,3784083,1930022,859632,883350,1599943,1459308,293842,1258813,2069848,2861595,1676151,930438,1667919,311830,539389,849745,353387,2770918,622170,6183712,3220858,271368,3162278,1203469,902319,3280190,968867,428874,1715434,262837,2351722,7995565,1041651,143683,2102929,1827631,604108,1880831,177635
2022-10-17,1528739,299434,2277635,956033,11325417,1664672,906027,311457,169149,7172780,2913382,358279,498082,3788199,1930022,860166,883363,1601818,1459308,293842,1259596,2069848,2861595,1676151,930438,1667963,312863,539389,849745,354327,2772017,622913,6192957,3220858,271553,3162278,1204546,902319,3280746,969341,428874,1715434,262837,2352718,7999819,1041651,143683,2105585,1828918,604788,1883050,177635
2022-10-18,1528739,299434,2277635,956424,11336287,1665451,907038,311538,169149,7172780,2913382,358279,498082,3789532,1930022,860166,883363,1601818,1459308,294415,1261145,2069848,2874009,1676151,930438,1667963,312863,539389,849745,354443,2773961,623179,6196506,3220858,271686,3162278,1205519,902319,3280746,969500,428874,1718600,262837,2353847,8000314,1041651,143683,2106527,1828918,605012,1884206,178032
2022-10-19,1528739,299790,2283073,956857,11338826,1666327,907476,311698,169149,7172780,2917301,360490,498808,3790171,1933102,861010,885160,1602636,1459866,294893,1261834,2069848,2874009,1676151,930438,1668035,312863,540345,851300,354923,2775804,623531,6200466,3220858,271851,3162278,1205519,905882,3291589,970438,428874,1718600,263468,2354796,8003550,1041651,144346,2107801,1830508,605322,1885519,178032
2022-10-20,1531305,299790,2283073,957218,11343725,1667187,908015,311850,169149,7172780,2917301,360490,498808,3796096,1933102,861010,885255,1602636,1459866,295242,1262591,2078225,2874009,1680916,930438,1669035,312863,540345,851300,355166,2777968,623982,6205694,3220858,271942,3173375,1205519,905882,3291589,970438,430636,1718600,263468,2355738,8003950,1043353,144346,2108967,1830508,605577,1886801,178032
2022-10-21,1531305,299790,2283073,957541,11345386,1667979,908510,312019,169149,7192835,2917301,360490,498808,3796038,1933102,861010,885255,1602636,1459866,295519,1263279,2078225,2874009,1680916,931707,1672369,313809,540345,851300,355434,2780054,624419,6210334,3220858,272065,3173375,1205519,905882,3291589,970438,430636,1718600,263468,2356649,8007108,1043353,144346,2110071,1832457,605830,1888012,178032
2022-10-22,1531305,299790,2283073,957818,11345507,1667979,908943,312019,169149,7192835,2917301,360490,498808,3796038,1933102,861010,885255,1602636,1459866,295766,1263279,2078225,2874009,1680916,931707,1672369,313809,540345,851300,355434,2781700,624419,6212702,3220858,272106,3173375,1205519,905882,3291589,970438,430636,1718600,263468,2356992,8007121,1043353,144346,2110071,1832457,605830,1888012,178032
2022-10-23,1531305,299790,2283073,957914,11345649,1667979,909145,312019,169149,7192835,2917301,360490,498808,3796038,1933102,861010,885255,1602636,1459866,295766,1263279,2078225,2874009,1680916,931707,1672369,313809,540345,851300,355434,2782828,624419,6214674,3220858,272160,3173375,1205519,905882,3291589,975140,430636,1718600,263468,2357313,8007140,1043353,144346,2110071,1832457,605830,1888012,178032
2022-10-24,1531305,299790,2283073,958051,11350134,1669747,909382,312430,169149,7192835,2917301,360490,498808,3800317,1933102,861010,885262,1606862,1459866,295766,1263955,2078225,2874009,1680916,931707,1673042,313809,540345,851300,355931,2783731,625238,6221316,3220858,272348,3173375,1205519,905882,3293037,975769,430636,1718600,263468,2358592,8010450,1043353,144346,2112539,1833759,606394,1890419,178032
2022-10-25,1531305,299790,2283073,958370,11361513,1670499,909866,312517,169149,7192835,2917301,360490,498808,3802261,1933102,861010,885262,1606862,1459866,296255,1265356,2078225,2886176,1680916,931707,1673314,313809,540345,851300,356067,2785472,625654,6224934,3220858,272504,3173375,1205519,905882,3293037,976178,430636,1721693,263468,2360031,8011045,1043353,144346,2113552,1833759,606615,1891664,178444
2022-10-26,1531305,300177,2287886,958675,11363028,1671397,910367,312655,169436,7192835,2920663,361817,499849,3804665,1937565,862925,887256,1606862,1461433,296507,1265975,2078225,2886176,1680916,933065,1673557,313809,532246,852960,356343,2787227,626168,6229258,3237440,272644,3173375,1205511,908188,3304816,977157,430636,1721693,264187,2361421,8014232,1043353,144895,2114758,1835075,606794,1893055,178444
2022-10-27,1534287,300177,2287886,959014,11368145,1672312,910919,312850,169436,7192835,2920663,361817,499849,3806232,1937565,862925,887354,1606862,1461433,296746,1266881,2086638,2886176,1686048,933065,1673811,313809,532246,852960,356580,2789256,626714,6235043,3237440,272783,3185038,1208316,908188,3304816,978572,432042,1721693,264187,2362682,8014574,1045472,144895,2116060,1835075,607087,1894340,178444
2022-10-28,1534287,300177,2287886,959296,11370022,1672312,912055,312990,169709,7192835,2920663,361817,499849,3809678,1937565,862925,887354,1609753,1461433,297021,1267740,2086638,2886176,1686048,933065,1673964,314561,533636,852960,356867,2791469,627203,6239294,3237440,272915,3185038,1208316,908188,3304816,979769,432042,1721693,264187,2363847,8018789,1045472,144895,2117608,1835075,607366,1895475,178444
2022-10-29,1534287,300177,2287886,959579,11370157,1672312,912720,312990,169709,7192835,2920663,361817,499849,3809678,1937565,862925,887354,1609753,1461433,297246,1267740,2086638,2886176,1686048,933065,1673964,314561,533636,852960,356867,2795396,627203,6241919,3237440,272952,3185038,1208316,908188,3304816,980676,432042,1721693,264187,2364149,8018809,1045472,144895,2117608,1835075,607366,1895475,178444
2022-10-30,1534287,300177,2287886,959682,11370340,1672312,912997,312990,169709,7192835,2920663,361817,499849,3809678,1937565,862925,887354,1609753,1461433,297246,1267740,2086638,2886176,1686048,933065,1673964,314561,533636,852960,356867,2795176,627203,6243977,3237440,272994,3185038,1208316,908188,3304816,981565,432042,1721693,264187,2364240,8018818,1045472,144895,2117608,1835075,607366,1895475,178444
2022-10-31,1534287,300177,2287886,959855,11373188,1674883,913153,313383,169709,7192835,2920663,361817,499849,3814648,1937565,862925,887354,1614528,1461433,297247,1268559,2086638,2886176,1686048,933065,1674297,314564,533636,852960,357209,2797829,628243,6252163,3237440,273205,3185038,1208316,908188,3305389,982372,432042,1721693,264187,2365870,8022488,1045472,144895,2120280,1838206,608104,1897686,178444
2022-11-01,1534287,300177,2287886,960225,11385138,1675734,913565,313466,169709,7192835,2920663,361817,499849,3816575,1937565,862925,887377,1614528,1461433,297580,1270143,2086638,2897827,1686048,933065,1680003,314564,533636,852960,357370,2799399,628725,6255597,3237440,273396,3185038,1208316,908188,3305389,982372,432042,1725160,264187,2367206,8022878,1045472,144895,2121426,1838206,608341,1898872,178866
2022-11-02,1534287,300544,2293015,960630,11386834,1676917,913979,313600,169709,7192835,2924732,362834,500884,3818330,1942708,864752,889625,1614528,1463379,297958,1270844,2086638,2897827,1686048,934401,1680349,314564,533636,854700,357570,2801506,629318,6259342,3246175,273586,3185038,1208316,910693,3317854,983575,432042,1725160,265019,2368513,8026029,1045472,145409,2122439,1839317,608652,1900036,178866
2022-11-03,1534287,300544,2293015,960920,11392160,1678078,914441,313751,170041,7203370,2924732,362834,500884,3821440,1942708,864752,889746,1615595,1463379,298179,1271740,2092838,2897827,1691086,934401,1680547,314564,535394,854700,357797,2803898,630082,6264831,3246175,273754,3197300,1211210,910693,3317854,984975,433348,1725160,265019,2369835,8026483,1047882,145409,2123638,1839317,608965,1901392,178866
2022-11-04,1534287,300544,2293015,961287,11394477,1679157,914850,313913,170041,7215992,2924732,362834,500884,3823905,1942708,864752,889746,1615595,1463379,298388,1272575,2092838,2897827,1691086,934401,1680620,315421,535394,854700,357999,2805871,630704,6270024,3246175,273921,3197300,1211210,910693,3317854,986188,433348,1725160,265019,2370992,8030302,1047882,145409,2124932,1839317,609356,1902606,178866
2022-11-05,1534287,300544,2293015,961287,11394699,1679157,915367,313913,170041,7215992,2924732,362834,500884,3823905,1942708,864752,889746,1615595,1463379,298571,1272575,2092838,2897827,1691086,934401,1680620,315421,535394,854700,357999,2805871,630704,6272620,3246175,273965,3197300,1211210,910693,3317854,987500,433348,1725160,265019,2371396,8030328,1047882,145409,2124932,1839317,609356,1902606,178866
2022-11-06,1534287,300544,2293015,961765,11394914,1679157,915594,313913,170041,7215992,2924732,362834,500884,3823905,1942708,864752,889746,1615595,1463379,298571,1272575,2092838,2897827,1691086,934401,1680620,315421,535394,854700,357999,2809400,630704,6274928,3246175,274006,3197300,1211210,910693,3317854,988461,433348,1725160,265019,2371737,8030359,1047882,145409,2124932,1839317,609356,1902606,178866
2022-11-07,1534287,300544,2293015,961908,11398393,1681391,915785,314303,170041,7215992,2924732,362834,500884,3828639,1942708,864752,889746,1620429,1463379,298571,1273447,2092838,2897827,1691086,934401,1680685,315421,535394,854700,358458,2810073,631988,6283496,3246175,274226,3197300,1211210,910693,3318490,989060,433348,1725160,265019,2373317,8034210,1047882,145409,2127581,1839317,609944,1905187,178866
2022-11-08,1534287,298651,2293015,962329,11412477,1682518,916172,314303,170041,7215992,2924732,362834,500884,3828639,1942708,864752,889746,1620429,1463379,298906,1273447,2092838,2897827,1691086,934401,1684306,315421,535394,854700,358581,2811812,632738,6285250,3246175,274405,3197300,1211210,910693,3318490,989463,433348,1729333,265019,2374607,8034741,1047882,145409,2128552,1839317,609944,1906147,179366
2022-11-09,1534287,298651,2300375,962764,11415573,1683848,916657,314553,170041,7215992,2929434,364122,502105,3832738,1948019,866615,892326,1620429,1465700,299138,1275208,2092838,2907819,1691086,935770,1684433,315421,535394,857473,358814,2813645,633631,6291836,3255506,274590,3197300,1211210,910693,3330062,990366,433348,1729333,265890,2375764,8038337,1047882,145838,2129506,1843908,610432,1907232,179366
2022-11-10,1540329,298651,2300375,963047,11420040,1685319,917119,314684,170482,7215992,2929434,364122,502105,3834924,1948019,866615,892453,1620429,1465700,299321,1276558,2099238,2907819,1696286,935770,1684484,315421,537129,857473,359019,2815780,634520,6296298,3255540,274686,3208165,1214599,913809,3330062,991902,434653,1729333,265890,2376846,8039037,1051263,145838,2130749,1843908,610675,1908296,179366
