date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2021-01-03,371934,48118,556384,233475,2512668,366506,190120,59484,29764,1365436,690900,22560,142507,979821,526071,284715,229983,276825,321058,25592,285319,387662,538121,420544,222061,451605,82381,169000,231614,47376,545450,146394,1023897,564924,92559,721481,304375,117745,669818,78169,87949,321669,100532,602853,1843572,283473,7793,363765,255396,91058,526245,44875
2021-01-04,374095,48382,561542,234781,2549563,370153,194636,60333,29904,1376692,696063,22602,143305,984880,529688,286356,233702,279142,322181,25967,287802,392568,543611,423688,223677,454015,82664,169585,233032,47870,547247,147315,1035139,570111,92801,727423,307091,118453,673448,78805,92708,325472,100643,606890,1861780,285633,7873,367536,256435,91886,527871,45257
2021-01-05,379593,48582,567474,238888,2584826,372864,196968,61100,30166,1392123,706154,22757,144843,991719,533083,288298,233580,280835,326648,26565,289758,397202,546642,425261,225444,458230,83378,171033,235455,48662,554400,148499,1048281,575396,93096,735003,308600,119488,682182,79319,93852,328073,101076,615279,1893431,288951,8038,371913,258767,93162,531890,45569
2021-01-06,384184,48922,574680,242593,2623944,375570,199454,61729,30482,1409906,713840,22917,146106,999288,539229,290776,238776,286540,333524,27090,292904,404053,551498,427587,228235,462063,84060,172469,237393,49584,560057,149984,1064297,582348,93415,742817,311924,120223,692111,79612,95463,333235,101684,622622,1917382,292720,8158,377300,260752,94678,535999,45890
2021-01-07,389230,49255,584593,245916,2675592,377832,202758,62949,30750,1429722,723630,23400,147173,1008045,546499,293189,238985,291429,338054,27625,295874,411601,555747,429570,228235,467936,84750,173591,240796,50337,566761,151819,1081885,592746,93684,753068,315730,121085,701578,79898,96591,338112,102132,629942,1941915,297317,8403,382679,264012,96002,540508,46168
2021-01-08,394287,49660,596251,248860,2728276,379957,205994,63503,31107,1449252,736926,23704,148258,1017322,552594,294762,244185,296166,341431,28407,299606,419721,559655,431944,233665,473282,85568,174614,243661,51289,572692,153456,1101445,602774,93863,762603,320974,122847,712142,82067,97614,344176,102580,635985,1965391,301110,8619,387917,268607,97898,544618,46647
2021-01-09,399150,49979,607345,251746,2776975,381434,205994,64475,31457,1464697,748852,23897,149235,1024039,558560,296171,244347,300397,341431,29019,303364,427135,562553,434413,236868,477617,86102,175620,246309,52371,579250,154954,1119284,614355,93951,770977,325277,124476,721820,82630,97614,350084,102901,643181,1988676,303723,8790,393715,271595,99778,548134,46719
2021-01-10,401900,50238,618546,255076,2815867,382724,205994,65273,31791,1477010,757045,24045,149667,1028750,563653,296682,244347,303624,346829,29298,306674,432791,562553,436572,239082,480558,86324,176026,248569,52980,584828,156157,1135592,623188,94072,777065,331775,125683,729133,83119,97614,354525,103318,648545,2004559,305999,8967,398856,271595,101212,550260,46832
2021-01-11,404000,50413,627541,256344,2853985,385126,213358,65827,31993,1488586,764499,24201,150239,1033526,567338,297774,249289,305706,348234,29611,309686,437042,567682,437552,240309,483211,86653,176670,250249,53913,590162,157087,1149771,629124,94318,784957,335679,126607,734369,83468,100607,357654,103499,652317,2019409,307483,9078,403386,276686,102282,551942,47395
2021-01-12,407848,50544,636100,259553,2892918,387104,217047,66446,32423,1503482,773692,24261,151273,1040168,570477,299255,249519,308728,352939,30326,312351,442529,570150,438867,241957,486456,87077,177670,252842,54516,594749,157974,1164562,635975,94538,792938,337900,127780,741976,84427,101393,359357,103743,657048,2045475,309629,9247,407947,278544,103203,555249,48072
2021-01-13,410995,50840,641729,262020,2930185,388946,220576,67173,32600,1517472,782288,24352,152364,1046030,574119,301161,253820,313281,355835,31150,314867,448447,573278,440354,243899,489319,87653,179199,253985,55378,602629,159119,1179266,641073,94777,799639,341820,129109,750160,84639,102485,365378,104195,661150,2071517,314817,9368,412545,281202,104392,558020,48289
2021-01-14,414583,51185,649040,264511,2973019,390732,221544,68065,32820,1531192,791324,24598,153358,1052682,578494,302560,254109,317344,361148,31958,317815,454402,576573,441935,245847,492899,88110,180131,256172,55957,609721,160543,1193453,650926,95006,807293,344969,130246,756691,84816,103386,371180,104512,667303,2095835,317559,9573,417839,283777,105219,561160,48701
2021-01-15,417528,51485,658186,267635,3014496,392415,223422,68727,33140,1548067,801130,24789,154470,1059324,583160,303926,258023,321269,364853,32781,320739,459927,579574,443562,248189,497037,88635,180910,258050,56966,616032,161805,1212922,659840,95131,814442,348513,131258,763448,85954,104443,375967,104937,670053,2123024,320102,9734,422634,285970,106649,563866,48909
2021-01-16,420681,51678,666901,270178,3055886,393670,223422,69372,33537,1560186,809663,24969,155276,1064667,587049,304748,258108,324324,364853,33219,324031,465726,581785,445047,250869,499866,89056,180910,260090,57605,622089,162893,1228867,667826,95282,821507,352145,132412,770347,86523,104443,382422,105278,676960,2147669,322252,9915,429391,285970,108124,566275,49068
2021-01-17,422598,51959,673882,271154,3085760,394755,223422,70294,33851,1571279,815995,25064,155554,1068829,590211,305151,258108,326674,368980,33559,326445,470140,581785,446380,252475,502063,89393,181978,261573,58229,627221,163637,1242561,674637,95351,826754,355478,133205,776132,87381,104443,388184,105544,679529,2164102,323837,10057,439305,289939,108821,568166,49363
2021-01-18,424028,52113,679282,272263,3111576,396402,230125,70910,34033,1579281,820952,25187,155554,1072214,592709,306083,261579,328667,369951,33876,328214,473441,585128,447349,253932,503740,89576,182176,262794,58709,631074,164263,1255971,674637,95487,831066,357333,133851,780111,87939,104443,391464,105659,681142,2175706,324919,10220,446550,289939,109809,569335,49708
2021-01-19,426543,52243,685699,273594,3136350,398202,232219,71311,34259,1589097,828581,25195,156778,1076532,595436,307302,261738,330906,372089,34262,330186,476526,586673,448268,255125,506104,89864,182176,263972,59228,635702,164954,1268692,684497,95642,836049,358909,134468,785743,88373,107066,394318,105786,685922,2185224,326221,10321,451076,291989,110820,571268,49922
2021-01-20,429655,52413,690544,276114,3157509,399884,234134,71775,34403,1601011,836649,25278,157588,1081354,598313,308787,265257,334320,374582,34963,332353,481040,589869,449492,256827,508632,90255,184482,265143,59891,641140,165835,1279811,690912,95789,842433,360913,135142,791405,88513,107876,399843,106063,689020,2216469,328380,10471,455591,294017,111677,573119,50124
2021-01-21,432536,52627,699942,279220,3180759,401398,235796,72523,34612,1613884,844799,25441,158200,1086333,601937,310440,265413,338033,378318,35638,334519,486180,592382,450762,259117,511631,90649,185346,266343,60588,646189,166823,1293719,698099,95973,849704,363614,135973,797222,88728,108786,404492,106400,693695,2238819,330469,10580,459604,296087,112617,575688,50424
2021-01-22,436087,52926,708041,281382,3203927,402891,237815,73233,34905,1627603,853173,25658,158798,1093375,605426,311695,268585,340778,380255,36274,336915,491452,594920,452268,261167,514216,91049,186255,268212,61206,650389,167731,1309403,705535,96136,853982,366576,136839,802601,89282,109735,409188,106716,696322,2261399,333118,10759,463751,298249,113615,577991,50583
2021-01-23,439442,53175,715357,282995,3228226,403935,237815,73915,35077,1639914,862158,25758,159325,1098527,608519,312622,268658,344567,380255,36598,339307,496093,596746,453808,263023,516474,91410,186854,269713,61995,657536,168579,1323312,712716,96231,859841,370751,137600,808464,90073,109735,413789,106963,700788,2279093,334889,10908,468655,300198,114752,580003,50583
2021-01-24,441170,53336,722574,284066,3254114,404901,237815,74575,35301,1649449,866911,25925,159506,1101819,611039,313137,268658,346138,383862,36598,341452,500037,596746,454989,264219,518742,91652,187147,270907,62492,662808,169205,1335695,718812,96285,864322,373703,138168,812285,91028,109735,418325,107148,702380,2290671,336405,11033,472447,300198,115307,581377,50898
2021-01-25,443009,53421,727895,284702,3271191,406566,243632,75191,35505,1658169,870828,26019,160033,1104763,613228,313909,271179,347827,385942,37046,343138,503688,600093,455783,265146,520479,91816,187793,271897,62890,666951,169696,1347667,723445,96415,868656,375487,138587,816073,91596,111754,421417,107180,704193,2297007,337264,11165,478619,302141,115839,582477,51062
2021-01-26,445909,53510,732643,287187,3289772,407970,244899,75490,35700,1667763,879221,26030,160592,1108430,614946,315002,271269,350519,388562,37710,344620,506183,602168,456490,266598,522677,92160,188122,272853,63367,671781,170296,1358707,727423,96572,872918,377079,139355,821184,92069,112396,423667,107380,707317,2323282,338675,11285,483326,303482,116978,584041,51152
2021-01-27,449086,53692,738561,288964,3307444,409401,247339,75832,35865,1676171,885605,26164,161212,1112181,617176,316114,274437,352934,392416,38170,346559,509503,604233,457317,268672,524857,92531,188784,273873,63886,676537,171047,1369072,733010,96716,878284,379789,140063,826760,92244,113009,427231,107608,710037,2342856,340684,11379,488553,305289,117775,585600,51368
2021-01-28,452734,53876,743232,290856,3327903,410805,248765,76495,36132,1687594,892957,26263,161720,1116372,619995,317124,274547,355868,394909,38454,348749,514134,606488,458633,270476,527523,92934,189597,274951,64591,681283,171719,1382855,739500,96868,883716,382120,140783,833757,92541,113754,431169,107795,713983,2361047,342445,11523,493674,307809,118562,587580,51430
2021-01-29,455582,54063,748260,292563,3347681,412107,250023,76935,36414,1698570,899515,26460,162355,1120528,622625,318319,276680,358469,397276,38813,350629,517252,608627,459747,272662,530002,93246,189597,276279,65134,687269,172798,1395806,746459,96971,888590,384921,141729,842180,92968,114438,435633,107955,715744,2380111,343962,11658,497912,309801,119467,589384,51690
2021-01-30,455582,54218,753379,294387,3367408,413104,250023,77551,36662,1713589,905858,26545,162683,1123873,624959,319110,276722,361115,397276,39168,352726,521360,610138,460819,274190,531550,93762,190570,277349,65655,692543,173539,1408698,752627,97037,892781,387307,142416,847677,93406,114438,439785,108070,719256,2399223,345430,11831,502221,311597,120340,590997,51704
2021-01-31,459639,54350,758404,295268,3383758,413971,250023,78071,36872,1721377,909445,26596,162683,1126301,626682,319408,276722,362881,400626,39324,354473,524025,610138,461807,275001,532747,93949,190713,278308,65949,696829,174064,1419907,757526,97080,895792,390197,142416,851634,93624,114438,443386,108250,721422,2410731,346624,11965,504779,311597,121001,592140,51912
2021-02-01,460860,54457,762145,296494,3396856,415482,253954,78495,37008,1727107,912479,26692,163165,1128613,628391,320187,278683,364498,401591,39543,355636,526423,612710,462528,275706,534394,94070,190950,279146,66289,700346,174550,1428839,761302,97212,899079,391611,143373,854991,94238,115956,445916,108315,723109,2442550,347208,12083,507640,313335,121425,592921,52057
2021-02-02,462938,54596,765083,298004,3409001,416872,256522,78696,37008,1737640,917440,26734,163656,1130917,629903,321274,278749,366929,404194,39960,356541,528662,614143,463132,276531,536176,94384,191437,279957,66656,703496,174982,1436788,764228,97350,902736,392923,143978,858744,94526,116191,447904,108431,724420,2465597,348409,12196,510380,314692,121935,594217,52128
2021-02-03,465056,54820,767379,300430,3422935,418176,257004,78982,37199,1744619,922364,26814,164163,1134231,631331,322308,280916,369510,406235,40233,357483,531117,615860,463766,277322,537804,94810,192042,280707,67041,705807,175652,1443942,776307,97502,906727,395062,144605,861886,94662,116704,450794,108639,727759,2483162,350000,12329,513339,316294,122470,595756,52288
2021-02-04,467823,55004,771796,302899,3437545,419394,257941,79225,37365,1752330,928070,26953,164565,1137559,633667,323216,280967,372003,408995,40534,359037,533921,617745,465176,278532,540007,95111,192549,281596,67492,709096,176211,1450912,781802,97593,910847,397858,145320,865248,94984,117291,453878,108813,730647,2498436,351273,12503,516398,317878,123044,597475,52468
2021-02-05,469319,55258,775622,304723,3451272,420625,259372,79546,37634,1763873,932912,27101,164969,1141219,635171,323797,283508,374259,409861,40799,360584,537208,619499,466224,279742,542198,95458,193069,282493,67919,713324,176793,1458809,787349,97672,914530,400527,146137,870306,95064,117891,459974,108944,732832,2512932,352489,12612,521467,319371,123641,598902,52576
2021-02-06,471311,55261,779093,306064,3466348,421521,259372,79832,37877,1771359,937402,27192,165209,1144281,637987,324306,283561,376253,409861,41065,362084,540827,620685,467217,280778,543392,95717,193421,283391,68260,717835,177214,1470301,791521,97718,918079,402590,146741,874445,95355,117891,462981,109132,736480,2526817,353700,12766,526176,320146,124190,600016,52618
2021-02-07,472423,55261,780637,306736,3477879,422335,259372,80594,38035,1777983,940991,27236,165209,1146346,639711,324590,283561,377790,411812,41219,363650,543934,620685,468118,281678,544197,95790,193722,284042,68597,722167,177556,1480224,796195,97752,920217,404782,147122,878823,95839,117891,466373,109229,737829,2533780,354608,12900,529125,320146,124708,600782,52627
2021-02-08,473348,55766,782887,307373,3487269,423688,263739,80931,38136,1783720,943695,27225,165658,1148088,640744,325219,284925,378793,412989,41419,364553,545303,622813,468682,282313,545150,95914,193826,284590,68897,724728,177867,1489196,799279,97850,922143,405839,147419,881186,96161,119104,468403,109283,739064,2541272,355122,13046,530825,323214,125106,601391,52784
2021-02-09,474666,55891,787268,308848,3497033,424949,264608,81210,38281,1790743,947416,27254,166095,1150170,641874,326150,284976,381121,414354,41636,365529,546896,623731,469254,282969,546253,96288,194170,285136,69126,728304,178280,1497475,802065,97994,925350,406920,147932,885656,96402,119434,470311,109405,741745,2554610,356040,13105,534116,324025,125522,602256,52830
2021-02-10,476067,56096,789245,309940,3506169,426126,265496,81461,38348,1798280,950906,27330,166553,1152995,643305,327061,286848,383032,414687,41889,366666,548946,624970,469905,283753,547692,96595,194632,285795,69519,732674,178790,1504059,805898,98128,928631,408592,148475,888742,96494,119893,473140,109580,743879,2567499,357339,13122,537319,324706,125951,603255,52874
2021-02-11,477570,56254,791106,311043,3517140,427250,266499,81875,38533,1806805,955085,27454,166876,1155833,645006,327432,286912,384903,417415,42064,367865,551396,626477,470803,284664,549076,96842,195006,286387,69929,736330,179323,1514070,810466,98241,931437,410288,149082,892813,96636,120381,476287,109859,746293,2579372,358581,13249,541018,326159,126420,604683,52979
2021-02-12,478667,56409,793532,311608,3526882,428343,267337,82263,38670,1814422,958985,27541,167225,1158431,646425,328565,288096,386326,418585,42265,368977,553812,628012,471851,285648,550158,97063,195485,287023,70322,740062,179724,1522785,814594,98332,934742,411727,149576,896305,96924,120821,480157,110068,748209,2591878,359641,13415,544209,327167,126887,605785,53086
2021-02-13,479856,56410,795323,312562,3537187,429127,267337,82672,38796,1821937,962808,27584,167483,1160523,647657,329039,288124,387090,418585,42425,370136,555895,628956,472791,286343,550972,97297,197027,287836,70756,743819,180289,1531540,818724,98379,937541,413201,150034,900165,97313,120821,483140,110205,749878,2603152,360584,13561,547424,328047,127282,606651,53086
2021-02-14,480931,56411,797270,313028,3543968,429864,267337,83003,38918,1827373,964737,27616,167483,1162154,648875,329258,288124,388798,419891,42529,370983,557777,628956,473567,287436,551526,97401,197236,288348,71044,745987,180571,1539870,821894,98426,939350,414478,150281,902636,97609,120821,487293,110315,751129,2610086,361294,13677,549999,328047,127588,607213,53136
2021-02-15,481605,56411,798608,313348,3549753,431118,270242,83239,39001,1830988,966807,27637,167483,1163574,649652,329726,289411,389521,420394,42677,371705,559350,630408,474169,287980,552180,97539,197328,288739,71302,747432,180761,1546408,824352,98559,941265,415210,150464,904523,97837,121787,489018,110376,751904,2613978,361756,13862,551538,328047,127889,607639,53136
2021-02-16,482488,56912,799740,313525,3554871,432394,270822,83369,39131,1837285,969702,27639,167945,1164922,650530,330318,289450,390762,420394,42773,372221,560576,631532,474621,288714,552960,97666,197447,289029,71561,751065,181060,1553117,826340,98681,943291,415726,150875,906935,98317,122072,490453,110593,753128,2617316,362347,13917,553308,329746,128117,608418,53351
2021-02-17,483167,56975,801055,314192,3561327,433682,271356,83581,39180,1844627,973247,27679,168353,1166717,651453,330906,290700,391772,421018,42877,372980,561936,632772,475379,289398,553915,97900,197746,289392,71938,755174,181332,1559042,829507,98814,945107,416805,151257,910439,98428,122440,492369,110685,754056,2621096,363248,13996,555592,330807,128405,609189,53450
2021-02-18,484365,57192,802198,314445,3568734,434600,271903,83852,39301,1849744,976732,27777,168639,1168684,652210,331505,290728,392729,421846,43095,373966,563976,633973,476292,289532,554986,98100,198042,289880,72399,758451,181739,1568624,833423,98930,947389,417442,151713,913732,98506,122859,495044,110871,755529,2624232,364399,14149,557896,332007,128760,610055,53531
2021-02-19,485212,57404,804116,314713,3576426,435600,273101,84181,39461,1856427,980411,27834,168953,1170902,653245,331747,292804,394687,422287,43229,374974,565794,635446,477287,289892,555909,98377,198442,290300,72767,761498,182050,1577197,836650,99012,949695,418319,152190,916529,98624,123145,497937,111018,756521,2627187,365256,14251,559930,332904,129055,610974,53683
2021-02-20,485986,57406,806163,315230,3583985,436473,273101,84531,39553,1863707,983747,27886,169150,1172824,654660,332182,292838,396018,422287,43367,375737,567764,636269,478157,290242,556700,98641,198751,290671,73161,764375,182475,1585435,840096,99057,952306,419298,152711,919364,98835,123145,501277,111165,757886,2633683,366034,14359,561812,333794,129364,611789,53683
2021-02-21,486843,57406,807967,315514,3589116,437258,273101,84732,39648,1868772,985505,27968,169150,1174409,655541,332760,292838,396997,424176,43497,376355,569284,636269,479036,290632,557278,98779,198949,290972,73413,766405,182789,1591672,842637,99092,953767,420345,152818,921285,99084,123145,504149,111304,758757,2638173,366735,14493,564115,333794,129616,612240,53795
2021-02-22,487520,57751,809474,315759,3593197,438538,275334,85090,39755,1872923,987041,28002,169584,1175655,656358,333080,293681,397526,424644,43594,376966,570546,637928,479591,290874,558218,98810,199045,291145,73665,769109,183023,1597969,844770,99194,955378,420856,153135,922788,99257,123980,505589,111334,759811,2644543,367073,14608,565270,334962,129854,612712,53900
2021-02-23,488973,57808,810658,316593,3599267,439603,276691,85228,39844,1878533,990821,28044,169866,1177320,657037,333964,293703,399013,426048,43736,377628,571783,639712,480091,291222,559438,99040,199402,291543,73923,772267,183335,1604892,846284,99311,958153,421223,153645,925690,99476,124262,506912,111546,761647,2656350,367789,14691,567039,335693,130139,613419,53944
2021-02-24,490220,57996,811968,317396,3605302,440766,278184,85506,39943,1885661,994061,28093,170289,1179342,658043,334665,294801,400307,426925,43900,378490,573885,641270,480845,291891,560327,99242,199782,292059,74258,775386,183781,1611031,849630,99399,959995,422038,154062,928456,99519,124718,509044,111808,763557,2663833,368601,14768,568946,336565,130382,614260,53988
2021-02-25,491110,58179,812907,318122,3611326,441690,279159,85801,40122,1892301,997388,28124,170595,1181226,659127,335244,294823,401750,427689,44118,379466,575993,642868,481831,292811,561281,99445,200163,292630,74568,778963,184080,1619924,852981,99488,962404,423191,154554,930910,99619,125185,511546,111964,765234,2671183,369433,14840,570982,337653,130813,615225,54202
2021-02-26,491849,58291,814528,318638,3617392,442738,279946,86098,40284,1898223,1000822,28239,170907,1183667,660071,335855,295605,402926,428592,44296,380436,577980,644125,482978,293542,561987,99613,200447,293029,74893,782833,184736,1627998,855905,99555,964380,424062,154878,934328,99860,125622,513295,112107,766357,2679126,370084,14963,572639,338822,131234,616018,54350
2021-02-27,492683,58295,815707,319195,3622725,443525,279946,86517,40478,1903682,1004187,28369,171140,1185447,660942,336282,295631,403947,428592,44493,381272,579680,645550,483790,294091,562624,99837,200720,293488,75166,786967,184888,1636040,858548,99586,966154,424843,155315,937812,100044,125622,515072,112293,767797,2690215,370770,15098,574314,339773,131580,616886,54350
2021-02-28,493252,58296,816782,322415,3626629,444258,279946,86799,40598,1909221,1006521,28380,171140,1186696,661673,336465,295631,404622,430100,44635,382099,581148,645550,484594,294795,562920,99954,200882,293754,75424,789356,185132,1643867,858548,99630,967422,425557,155597,939627,100297,125622,516823,112427,768634,2694033,371235,15198,576050,339773,131855,617367,54394
2021-03-01,493769,58681,817821,322509,3629660,445512,282626,87080,40684,1910921,1008660,28381,171462,1187839,662213,336890,296240,405126,430504,44763,382702,582543,647415,485230,294994,563489,100003,200946,293980,75588,792496,185297,1650303,862170,99734,968874,425946,155787,941357,100584,126588,517976,112470,769197,2697857,371492,15284,577174,340708,132048,617700,54471
2021-03-02,494421,58838,818670,322949,3633921,446542,283128,87193,40767,1918100,1011807,28423,171836,1189416,662750,337520,296266,406201,431271,44944,383170,582844,649057,485655,295295,564139,100158,201346,294289,75803,795785,185542,1656684,863409,99844,970583,426065,156037,943933,100735,126849,518823,112652,770741,2705597,371979,15372,578559,341441,132184,618307,54527
2021-03-03,497154,59035,819954,323353,3638297,447634,283622,87425,40818,1924114,1014542,28424,172288,1191520,663511,338041,297056,407373,431771,45091,383956,584743,650762,486434,295675,564834,100351,201608,294684,75990,799476,185898,1663248,865554,99962,972605,426821,156287,946543,100765,127285,519996,112833,772035,2713405,372708,15487,580108,342236,132416,619087,54616
2021-03-04,498076,59185,821108,323756,3643748,448528,284500,87643,41014,1930232,1017428,28521,172587,1193260,664446,338613,297084,408440,432527,45231,384765,586310,652589,487374,296154,565588,100531,201973,295069,76178,802669,186156,1670716,868056,100057,974480,427722,156673,949808,100867,127727,521563,113065,773630,2721397,373319,15686,581408,343090,132677,619942,54685
2021-03-05,498887,59334,823384,324326,3649275,449488,285330,87874,41122,1936207,1019509,28650,172827,1194702,665285,339148,297599,409345,433045,45456,385678,588209,654380,488170,296745,566213,100656,202310,295460,76422,806370,186460,1678867,870149,100137,976230,428645,156884,952483,101066,128121,523258,113229,774852,2728229,373868,15819,583060,343868,132964,620663,54764
2021-03-06,499411,59334,825119,324653,3654074,450316,285330,88139,41273,1940897,1021778,28727,172931,1197267,666516,339529,297820,410184,433045,45639,386610,589931,656072,489116,297321,566841,100656,202653,295960,76695,810090,186742,1686993,872176,100170,977736,429635,157079,955354,101327,128121,524457,113378,776085,2733793,374438,15964,584537,344532,133290,621275,54764
2021-03-07,499819,59335,826454,324818,3657770,451100,285330,88354,41419,1944995,1023487,28746,172931,1198335,667262,339672,297820,410709,433785,45794,387319,591356,656072,490011,297581,567217,100914,203026,296190,76861,812609,186922,1694651,872176,100197,978471,430103,157285,956906,101327,128121,525865,113589,776834,2736750,374850,16083,585700,344532,133445,621654,54764
2021-03-08,500092,59677,827237,324951,3660780,452387,287396,88563,41579,1948307,1024931,28784,173309,1199517,667736,340128,298366,411040,434289,45933,388035,592344,658355,490483,297651,567734,100959,203027,296393,77060,814916,187040,1700091,874906,100296,979725,430286,157515,958348,101327,128981,526716,113596,777915,2739348,375110,16199,586592,345731,133627,621842,54903
2021-03-09,500616,59766,827800,325383,3664212,453550,288145,88679,41910,1952733,1026692,28827,173790,1201027,668308,340891,298399,411917,434926,46066,388666,593607,659890,492108,298008,568406,101093,203279,296822,77252,819042,187238,1706924,875903,100400,981618,430565,158007,961422,101937,129277,527348,113753,779258,2744652,375669,16286,588129,346403,133856,622444,54972
2021-03-10,501398,59921,828630,325700,3667909,454738,288657,88891,42006,1957586,1028432,28831,174246,1202709,669164,341378,299129,412924,435514,46261,389566,595264,662572,493013,298445,568441,101243,203587,297147,77463,822817,187487,1713030,877764,100510,983486,431397,158291,964055,102051,129595,528473,113962,780855,2749517,376327,16371,589375,347131,134158,623150,55014
2021-03-11,502263,60157,830655,326040,3671787,455667,289392,89680,42128,1962651,1030146,28943,174610,1204409,670074,341838,299169,414131,435935,46448,390490,597073,665141,494106,299124,568918,101424,203890,297765,77764,826632,187720,1720199,879825,100634,984934,432103,158644,966889,102407,130120,529392,114163,782210,2754253,376973,16500,590625,347884,134496,623801,55112
2021-03-12,502711,60266,831832,326499,3676385,456641,290577,89911,42282,1967865,1031713,29213,174943,1206172,671023,342343,299602,415091,436482,46657,391480,598859,668085,495208,299887,569758,101556,204162,298623,78074,830681,187984,1724425,881823,100732,986740,432532,159037,970020,102567,130502,530880,114347,783316,2760748,377492,16623,592214,348516,134842,624508,55163
2021-03-13,503305,60266,832094,326813,3678466,457333,290577,90156,42432,1973109,1032967,29180,175236,1207847,671859,342705,299614,415770,436482,46863,392581,600616,670088,496395,300577,570508,101726,204464,299065,78319,834547,188167,1734676,882715,100766,988298,433168,159402,972895,102802,130502,532549,114493,784796,2765635,377983,16698,593562,349425,135149,625045,55163
2021-03-14,503673,60267,832743,326943,3681073,457838,290577,90381,42511,1976808,1033786,29219,175236,1209331,672554,342886,299614,416215,437393,47032,393441,602308,670088,497392,300780,571005,101760,204638,299287,78615,837861,188311,1741363,882715,100791,989191,433669,159617,974818,102995,130502,533421,114623,785456,2768266,378379,16890,594735,349425,135468,625359,55163
2021-03-15,508229,60655,833381,327060,3682738,458793,293102,90614,42623,1979634,1034763,29259,175657,1210113,672967,343303,300022,416610,437565,47206,394058,603464,673916,498218,300881,571405,101933,204753,299471,78813,840685,188488,1748482,886218,100939,990340,433996,159790,976234,103211,131487,534188,114649,786356,2771013,378600,16992,595865,350506,135678,625690,55327
2021-03-16,508717,60758,833878,327456,3685330,460127,293955,90751,42730,1984425,1036506,29307,176007,1212110,673528,343851,300043,417412,438557,47395,394716,604666,676494,498926,301250,572074,102344,205103,299817,79070,844398,188664,1755193,887311,101070,992223,434239,160051,979407,103278,131750,534869,114791,788286,2776071,379081,17047,597141,351109,136019,626364,55352
2021-03-17,509476,60934,834323,327781,3688688,461365,294328,91123,42811,1989024,1038550,29397,176461,1213765,674430,344267,300665,418372,439002,47591,395633,606377,680279,499962,301602,572844,102484,205214,300118,79367,848727,188907,1761775,889310,101186,993681,434745,160288,982700,103347,132184,536100,114966,789355,2781144,379780,17106,598468,352012,136334,627060,55449
2021-03-18,510048,61091,834607,328045,3692267,462425,295484,91425,42892,1994117,1040817,29505,176802,1216090,675388,344860,300692,419149,439543,47832,396746,608318,683398,501458,301924,573559,102616,205539,300415,79702,853188,189158,1767290,891314,101301,995785,435317,160622,985886,103679,132616,537498,115203,790769,2785677,380340,17247,600550,352907,136716,627743,55479
2021-03-19,510579,61162,835030,328273,3695629,463487,296691,91635,43034,1999257,1042417,29763,177185,1218470,676247,345304,301126,419872,439737,48071,397898,610481,687815,502893,302316,574201,102768,205814,300680,79996,857739,189374,1772367,893229,101388,997336,435742,160994,989452,103895,133039,538801,115518,792711,2789249,380787,17393,602182,353792,137092,628428,55581
2021-03-20,511087,61165,835765,328547,3699053,464339,296691,91942,43175,2004362,1044134,29765,177420,1220432,677135,345642,301144,420512,439737,48293,399016,612857,691070,504273,302677,574847,102966,206246,300951,80316,862648,189560,1779034,895263,101434,998819,435747,161320,993559,104221,133039,540390,115723,793461,2793042,381254,17555,603745,354782,137478,628969,55581
2021-03-21,511460,61165,836253,328655,3701189,465170,296691,92287,43229,2008349,1045694,29830,177420,1221863,677905,345785,301144,420828,439737,48464,400023,614668,691070,505224,302837,575253,103060,206388,301178,80543,865886,189731,1782769,895263,101484,999750,435755,161531,995938,104516,133039,541582,115867,794218,2795029,381629,17740,604904,354782,137826,629407,55581
2021-03-22,511779,61517,836737,328707,3703302,466487,299667,92429,43383,2011211,1046382,29915,177760,1223083,678416,346217,301523,421121,441066,48642,400705,615874,696838,506376,302932,575562,103098,206571,301334,80750,869037,189893,1785565,898102,101649,1001194,436730,161706,997558,104743,134039,542203,115972,795485,2797563,381788,17839,605967,355986,138102,629787,55730
2021-03-23,511789,61694,837244,328946,3705505,467763,300565,92609,43488,2016513,1048173,29916,178119,1224915,679079,346984,301533,421999,441771,48773,401427,617695,701378,507231,303238,576071,103452,206707,301481,81132,873840,190064,1788874,899164,101790,1002822,436929,162016,1001113,104888,134336,542912,116100,796654,2802143,382171,17933,607234,356536,138429,629787,55799
2021-03-24,512711,61914,837849,329177,3708305,469062,302022,92819,43595,2021656,1049397,29974,178544,1227708,680046,347592,302103,422694,442221,48972,402600,619816,706550,508541,303625,576914,103666,206939,301727,81521,877936,190275,1816518,901262,101989,1004670,437439,162383,1006040,104966,134807,543925,116370,798262,2806477,382733,18028,608704,357499,138818,631301,55887
